JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2451488.6007,3.5,,,Vis.,AAX,AU,,,,,,,V,,,,OMI CET,,STD,,,,
2451488.6104,3.2,,,Vis.,KB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451488.67,3.1,,,Vis.,MDP,K,,,,,,,V,,,,OMI CET,,STD,,,,
2451488.7,3.2,,,V,THR,,,,,,,,V,,,,OMI CET,,STD,,,,
2451488.7,3.1,,,Vis.,WEF,,,,,,,,V,,,,OMI CET,,STD,,,,
2451488.8583,3.9,,,Vis.,KS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.0833,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451489.2,3.2,,,Vis.,CRX,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.2555,3.36,,,Vis.,CKM,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451489.3847,3.1,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.3972,3.36,,,Vis.,JAQ,,,,,B8X56,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451489.4263,3.34,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451489.4653,3.5,,,Vis.,ARL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.5278,3.3,,,Vis.,GCP,U,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.54,3.3,,,Vis.,SAC,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.5763,3.34,,,Vis.,TOO,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451489.5917,3.4,,,Vis.,AAX,AU,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.6,3.3,,,Vis.,BEB,F,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.6,3.2,,,Vis.,JOG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.6,3.0,,,Vis.,WEF,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.6153,3.5,,,Vis.,MRV,,25,36,SA1996,107990246,,,V,,,,OMI CET,,STD,,,,
2451489.6458,3.7,,,Vis.,KKE,,,,,,,,V,,,,OMI CET,,STD,,,,
2451489.9875,3.2,,,Vis.,KSH,,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.3,3.4,,,Vis.,BSR,,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.3,3.4,,,Vis.,HBA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.3,3.0,,,Vis.,VET,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451490.3899,3.3,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.4,3.3,,,Vis.,VED,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451490.4,3.2,,,Vis.,GZN,,25,36,SA1996,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2451490.4757,3.2,,,Vis.,AAX,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.5,3.7,,,Vis.,EJO,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451490.5,3.3,,,Vis.,FKJ,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451490.5,3.0,,,Vis.,WEF,U,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.6,3.4,,,Vis.,BVE,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451490.6,3.3,,,Vis.,WI,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451490.6847,3.5,,,Vis.,KRB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.3,3.5,,,Vis.,WPT,K,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.4021,3.4,,,Vis.,VNL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.41667,3.35,,,Vis.,SGQ,K,35,25,Tirion2000.0,"""Roma, Sesto Celere. Naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451491.4375,2.97,,,Vis.,GEL,,,,,B7X50,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451491.6,3.3,,,Vis.,MOL,F,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.6,3.2,,,Vis.,PPB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.7,3.5,,,Vis.,SDZ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451491.7,3.2,,,Vis.,WEF,,,,,,,,V,,,,OMI CET,,STD,,,,
2451492.0868,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.1104,3.3,,,Vis.,SSU,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451492.3333,3.21,,,Vis.,BNMA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.3611,3.8,,,Vis.,MDI,,,,39.01,B60x20,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.3819,3.5,,,Vis.,MEAJ,,,,39.01,N,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.4236,3.43,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.44792,3.43,,,Vis.,SGQ,K,35,25,Tirion2000.0,Ostia. Naked eye.,,,Z,,,,OMI CET,AAVSO,STD,,,,
2451492.4895,3.36,,,Vis.,JAQ,,,,,B8X56,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.5,3.6,,,Vis.,HEN,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451492.5,3.5,,,Vis.,MOW,,,,,,,,V,,,,OMI CET,,STD,,,,
2451492.5243,3.26,,,Vis.,MTON,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.5555,3.27,,,Vis.,ASW,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451492.7,3.3,,,Vis.,WEF,U,,,,,,,V,,,,OMI CET,,STD,,,,
2451493.1997,3.3,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451493.3,3.5,,,Vis.,CMG,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451493.3,3.1,,,Vis.,MKH,,,,,,,,V,,,,OMI CET,,STD,,,,
2451493.4,3.4,,,Vis.,BMU,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451493.41875,3.4,,,Vis.,SGQ,K,35,25,Tirion2000.0,Roma. Naked eye.,,,Z,,,,OMI CET,AAVSO,STD,,,,
2451493.4458,3.4,,,Vis.,ARL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451493.7,3.5,,,Vis.,WEF,U,,,,,,,V,,,,OMI CET,,STD,,,,
2451493.8,3.3,,,Vis.,AAP,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.2,3.3,,,Vis.,CRX,H,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.3,3.5,,,Vis.,HBA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.3,3.4,,,Vis.,KIS,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451494.3,3.2,,,Vis.,KTZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.3,3.0,,,Vis.,SBX,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451494.34,3.2,,,Vis.,RMQ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.4,3.6,,,Vis.,SCZ,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451494.43264,3.3,,,Vis.,SGQ,BK,35,25,Tirion2000.0,Roma. Naked eye.,,,Z,,,,OMI CET,AAVSO,STD,,,,
2451494.4333,3.1,,,Vis.,IRM,ABU,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.5,3.3,,,Vis.,BRJ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.5,3.0,,,Vis.,SBX,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451494.5,3.4,,,Vis.,WEF,MU,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.5264,3.2,,,Vis.,KGG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.6,3.8,,,Vis.,MN,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.6,3.7,,,Vis.,OV,,,,,,,,V,,,,OMI CET,,STD,,,,
2451494.6,3.0,,,Vis.,SHS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.0,3.1,,,Vis.,CVR,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.260,3.2,,,Vis.,LTO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.3,3.2,,,Vis.,CRX,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.3,3.3,,,Vis.,DNO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.3,3.4,,,Vis.,VOL,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451495.42153,3.45,,,Vis.,SGQ,K,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451495.5,3.1,,,Vis.,BIV,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451495.5,3.3,,,Vis.,SKI,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451495.5618,2.9,,,Vis.,AAX,AU,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.6,3.3,,,Vis.,BEB,F,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.7,3.2,,,Vis.,ZWD,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.9,3.7,,,Vis.,LTB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451495.9479,3.1,,,Vis.,SSU,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451495.9903,3.1,,,Vis.,KSH,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.0868,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451496.3,3.6,,,Vis.,CMG,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451496.30278,3.4,,,Vis.,SGQ,BK,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451496.4,3.1,,,Vis.,GGX,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451496.4,3.2,,,Vis.,VET,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451496.4167,3.2,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.4340,3.2,,,Vis.,ARL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.44,3.7,,,Vis.,SVW,BH,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.5,3.2,,,Vis.,OSE,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.5,3.0,,,Vis.,SAA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.5,3.1,,,Vis.,SET,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.50,3.4,,,Vis.,SAC,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.6,3.1,,,Vis.,JOG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.6,3.3,,,Vis.,TDB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.6,3.2,,,Vis.,WEF,HM,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.6354,3.5,,,Vis.,MRV,,25,36,SA1996,114990315,,,V,,,,OMI CET,,STD,,,,
2451496.6667,3.7,,,Vis.,CKN,,,,,,,,V,,,,OMI CET,,STD,,,,
2451496.713,3.3,,,Vis.,DZS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.236,3.8,,,Vis.,LTO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.3,3.4,,,Vis.,SJZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.3298,3.12,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451497.4,3.5,,,Vis.,KTZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.4,3.1,,,Vis.,SUS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.4035,3.2,,,Vis.,KGG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.45833,3.5,,,Vis.,SGQ,,35,38,Tirion2000.0,"""Roma,  naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451497.5,3.8,,,Vis.,FRF,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451497.5,3.4,,,Vis.,GEC,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.5,3.0,,,Vis.,PPB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.5,3.1,,,Vis.,WEF,MU,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.5667,3.3,,,Vis.,KRB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.58,3.3,,,Vis.,SAC,,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.6,3.4,,,Vis.,MOL,F,,,,,,,V,,,,OMI CET,,STD,,,,
2451497.9062,3.27,,,Vis.,SJDA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451497.9250,3.4,,,Vis.,HSG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.2722,3.43,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451498.3,3.6,,,Vis.,CRX,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3,3.3,,,Vis.,DNO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3,3.3,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3,3.5,,,Vis.,HBA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3,3.5,,,Vis.,KTZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3,3.6,,,Vis.,PIJ,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.3,3.5,,,Vis.,RCH,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451498.32,3.3,,,Vis.,RKE,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.3229,3.4,,,Vis.,GCP,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.4,3.2,,,Vis.,GZN,,25,36,SA1996,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2451498.4,3.4,,,Vis.,BMU,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451498.4,3.4,,,Vis.,KIS,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451498.4,3.3,,,Vis.,VED,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451498.4118,3.3,,,Vis.,KGG,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.43542,3.5,,,Vis.,SGQ,,35,38,Tirion2000.0,"""Roma, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451498.5,3.5,,,Vis.,CGF,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.5,3.6,,,Vis.,EJO,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.5,3.0,,,Vis.,KMX,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.5,3.2,,,Vis.,KSZ,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.5,3.1,,,Vis.,PPS,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.5,3.1,,,Vis.,SZX,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.5,3.2,,,Vis.,TOZ,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451498.6,3.2,,,Vis.,PLA,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.7,3.2,,,Vis.,WEF,MU,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.7625,3.8,,,Vis.,CKN,,,,,,,,V,,,,OMI CET,,STD,,,,
2451498.8,3.5,,,Vis.,LZT,B,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.0694,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.2986,3.41,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.3,3.5,,,Vis.,KTZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.3,3.2,,,Vis.,LME,,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.3333,3.12,,,Vis.,ASW,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.3513,3.38,,,Vis.,TOO,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.3576,3.56,,,Vis.,DRCA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.40972,3.5,,,Vis.,SGQ,,35,38,Tirion2000.0,"""Roma, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451499.4201,3.5,,,Vis.,MZS,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451499.468,3.16,,,Vis.,CKM,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.5,3.2,,,Vis.,SKI,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451499.5034,3.17,,,Vis.,GOD,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451499.6076,3.3,,,Vis.,MDP,K,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.654,3.2,,,Vis.,DZS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.7,3.1,,,Vis.,WEF,M,,,,,,,V,,,,OMI CET,,STD,,,,
2451499.9438,3.4,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451500.34722,3.5,,,Vis.,SGQ,,35,36,Tirion2000.0,"""Roma, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451500.5,3.4,,,Vis.,PLA,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451500.6,3.2,,,Vis.,PPL,BM,,,,,,,V,,,,OMI CET,,STD,,,,
2451500.7,3.4,,,Vis.,BRJ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451500.7,3.2,,,Vis.,WEF,M,,,,,,,V,,,,OMI CET,,STD,,,,
2451500.8,3.5,,,Vis.,BVE,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451500.9722,3.5,,,Vis.,SSU,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451501.268,3.41,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451501.5,3.2,,,Vis.,KIL,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451501.5417,3.4,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451501.5694,3.22,,,Vis.,MTON,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451501.7,3.3,,,Vis.,WEF,MU,,,,,,,V,,,,OMI CET,,STD,,,,
2451502.2,3.4,,,Vis.,BSR,,,,,,,,V,,,,OMI CET,,STD,,,,
2451502.3,3.5,,,Vis.,GUN,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451502.3,3.0,,,Vis.,SBX,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451502.3118,3.4,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451502.3722,3.67,,,Vis.,JAQ,,,,,B8X56,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451502.434,3.03,,,Vis.,ASW,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451502.44653,3.5,,,Vis.,SGQ,K,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451502.597,3.2,,,Vis.,DZS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451502.6,3.8,,,Vis.,OV,,,,,,,,V,,,,OMI CET,,STD,,,,
2451502.7,3.6,,,Vis.,SDZ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451503.4,3.3,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451504.38,3.3,,,Vis.,SAC,M,,,,,,,V,,,,OMI CET,,STD,,,,
2451504.7,3.3,,,Vis.,WEF,HM,,,,,,,V,,,,OMI CET,,STD,,,,
2451504.9944,3.5,,,Vis.,SSU,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451506.0347,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451506.29514,3.55,,,Vis.,SGQ,K,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451507.4,3.4,,,Vis.,GUN,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451507.43056,3.5,,,Vis.,SGQ,K,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451507.6,3.4,,,Vis.,BVE,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451507.7,3.2,,,Vis.,PLA,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451508.38194,3.5,,,Vis.,SGQ,K,35,25,Tirion2000.0,""" 	Roma, naked eye. """,,,Z,,,,omi Cet,AAVSO,STD,,,,
2451508.52,3.8,,,Vis.,DVA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451508.6,3.3,,,Vis.,LEV,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.238,3.3,,,Vis.,LTO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.264,3.7,,,Vis.,KHL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.3,3.5,,,Vis.,BMU,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451509.3,3.6,,,Vis.,CMG,,,,,,,,V,,,,OMI CET,KNVWS,STD,,,,
2451509.3,3.5,,,Vis.,HBA,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.3,3.4,,,Vis.,KIS,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451509.3,3.0,,,Vis.,SBX,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451509.3,3.5,,,Vis.,SJZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.3256,3.79,,,Vis.,JAQ,,,,,B8X56,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451509.3333,3.12,,,Vis.,GEL,,,,,B7X50,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451509.3548,3.18,,,Vis.,TLA,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451509.3562,3.38,,,Vis.,TOO,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451509.36875,3.4,,,Vis.,SGQ,K,35,25,Tirion2000.0,"""Roma, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451509.3854,3.7,,,Vis.,GCP,M,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.3958,3.1,,,Vis.,ARL,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.4,3.5,,,Vis.,SCZ,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451509.4,3.2,,,Vis.,SUS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.424,3.4,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.4256,3.06,,,Vis.,CKM,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451509.4688,3.5,,,Vis.,SSW,,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.4750,3.2,,,Vis.,IRM,ABHM,,,,,,,V,,,,OMI CET,,STD,,,,
2451509.5,3.0,,,Vis.,KIL,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451509.6,3.2,,,Vis.,PPB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.242,3.4,,,Vis.,VOL,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451510.3,3.3,,,Vis.,EER,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.30,3.0,,,Vis.,RJV,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451510.3333,3.3,,,Vis.,FSE,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.4,3.3,,,Vis.,GGX,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451510.47917,3.4,,,Vis.,SGQ,K,25,35,Tirion2000.0,"""Roma, Piazza Venezia, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451510.5,3.3,,,Vis.,BRJ,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.5,3.2,,,Vis.,PPS,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451510.5,3.7,,,Vis.,RRZ,,,,,,,,V,,,,OMI CET,MCSE,STD,,,,
2451510.5,3.3,,,Vis.,SET,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.52083,3.4,,,Vis.,SGQ,K,25,35,Tirion2000.0,"""Roma, Sesto Celere, naked eye.""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2451510.6,3.5,,,Vis.,MOL,F,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6,3.9,,,Vis.,OV,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6,3.2,,,Vis.,SHS,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6,3.3,,,Vis.,WEF,MU,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6,3.5,,,Vis.,WI,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6257,3.5,,,Vis.,KB,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6299,3.2,,,Vis.,MDP,K,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.6389,3.6,,,Vis.,KKE,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.7,3.4,,,Vis.,AAP,,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.7396,3.4,,,Vis.,LRD,S,,,,,,,V,,,,OMI CET,,STD,,,,
2451510.8924,3.5,,,Vis.,SSU,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451510.9764,3.1,,,Vis.,WPX,,NA,,NA,,,,Z,,,,OMI CET,VSS,STD,,,,
2451511.0,3.3,,,Vis.,CVR,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451511.0312,3.12,,,Vis.,TJP,,,,,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2451511.2,3.6,,,Vis.,KTZ,A,,,,,,,V,,,,OMI CET,,STD,,,,
2451511.3,3.7,,,Vis.,DNO,,,,,,,,V,,,,OMI CET,,STD,,,,
2451511.3,3.4,,,Vis.,VET,,,,,,,,V,,,,OMI CET,AFOEV,STD,,,,
2451511.31,3.6,,,Vis.,RMQ,,,,,,,,V,,,,OMI CET,,STD,,,,
